schema_name,classification,availability,evidence_level,confidence,fields,required,bases,source_file,source_line,source_symbol,feature_id,test_evidence,used_by,sim_status,parity_gap
Luma2VideoOptions,executable Python typed schema,cloud/paid,code-inferred,high,"resolution: str | None = Field(None, description='360p | 540p | 720p | 1080p') | duration: str | None = Field(None, description='5s | 10s') | loop: bool | None = Field(None) | start_frame: Luma2ImageRef | None = Field(None) | end_frame: Luma2ImageRef | None = Field(None) | keyframes: list[Luma2ImageRef] | None = Field(None) | keyframe_indexes: list[int] | None = Field(None) | edit: Luma2VideoEdit | None = Field(None)",,BaseModel,comfy_api_nodes/apis/luma.py,271,Luma2VideoOptions,COMFY-FORMAT-SCHEMA-0761,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema Luma2VideoOptions.
LumaAssets,executable Python typed schema,cloud/paid,code-inferred,high,"video: Optional[str] = Field(None, description='The URL of the video') | image: Optional[str] = Field(None, description='The URL of the image') | progress_video: Optional[str] = Field(None, description='The URL of the progress video')",,BaseModel,comfy_api_nodes/apis/luma.py,178,LumaAssets,COMFY-FORMAT-SCHEMA-0762,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema LumaAssets.
LumaCharacterRef,executable Python typed schema,cloud/paid,code-inferred,high,"identity0: LumaImageIdentity = Field(..., description='The image identity object')",,BaseModel,comfy_api_nodes/apis/luma.py,203,LumaCharacterRef,COMFY-FORMAT-SCHEMA-0763,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema LumaCharacterRef.
LumaConceptObject,executable Python typed schema,cloud/paid,code-inferred,high,"key: str = Field(..., description='Camera Concept name')",,BaseModel,comfy_api_nodes/apis/luma.py,221,LumaConceptObject,COMFY-FORMAT-SCHEMA-0764,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema LumaConceptObject.
LumaGeneration,executable Python typed schema,cloud/paid,code-inferred,high,"id: str = Field(..., description='The ID of the generation') | generation_type: LumaGenerationType = Field(..., description='Generation type, image or video') | state: LumaState = Field(..., description='The state of the generation') | failure_reason: Optional[str] = Field(None, description='The reason for the state of the generation') | created_at: str = Field(..., description='The date and time when the generation was created') | assets: Optional[LumaAssets] = Field(None, description='The assets of the generation') | model: str = Field(..., description='The model used for the generation') | request: Union[LumaGenerationRequest, LumaImageGenerationRequest] = Field(...)",,BaseModel,comfy_api_nodes/apis/luma.py,246,LumaGeneration,COMFY-FORMAT-SCHEMA-0765,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema LumaGeneration.
LumaGenerationReference,executable Python typed schema,cloud/paid,code-inferred,high,"type: str = Field('generation', description='Input type, defaults to generation') | id: str = Field(..., description='The ID of the generation')",,BaseModel,comfy_api_nodes/apis/luma.py,211,LumaGenerationReference,COMFY-FORMAT-SCHEMA-0766,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema LumaGenerationReference.
LumaGenerationRequest,executable Python typed schema,cloud/paid,code-inferred,high,"prompt: str = Field(..., description='The prompt of the generation') | model: LumaVideoModel = Field(LumaVideoModel.ray_2, description='The video model used for the generation') | duration: Optional[LumaVideoModelOutputDuration] = Field(None, description='The duration of the generation') | aspect_ratio: Optional[LumaAspectRatio] = Field(None, description='The aspect ratio of the generation') | resolution: Optional[LumaVideoOutputResolution] = Field(None, description='The resolution of the generation') | loop: Optional[bool] = Field(None, description='Whether to loop the video') | keyframes: Optional[LumaKeyframes] = Field(None, description='The keyframes of the generation') | concepts: Optional[list[LumaConceptObject]] = Field(None, description='Camera Concepts to apply to generation')",,BaseModel,comfy_api_nodes/apis/luma.py,235,LumaGenerationRequest,COMFY-FORMAT-SCHEMA-0767,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema LumaGenerationRequest.
LumaImageGenerationRequest,executable Python typed schema,cloud/paid,code-inferred,high,"prompt: str = Field(..., description='The prompt of the generation') | model: LumaImageModel = Field(LumaImageModel.photon_1, description='The image model used for the generation') | aspect_ratio: Optional[LumaAspectRatio] = Field(LumaAspectRatio.ratio_16_9) | image_ref: Optional[list[LumaImageRef]] = Field(None, description='List of image reference objects') | style_ref: Optional[list[LumaImageRef]] = Field(None, description='List of style reference objects') | character_ref: Optional[LumaCharacterRef] = Field(None, description='The image identity object') | modify_image_ref: Optional[LumaModifyImageRef] = Field(None, description='The modify image reference object')",,BaseModel,comfy_api_nodes/apis/luma.py,225,LumaImageGenerationRequest,COMFY-FORMAT-SCHEMA-0768,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema LumaImageGenerationRequest.
LumaImageIdentity,executable Python typed schema,cloud/paid,code-inferred,high,"images: list[str] = Field(..., description='The URLs of the image identity')",,BaseModel,comfy_api_nodes/apis/luma.py,207,LumaImageIdentity,COMFY-FORMAT-SCHEMA-0769,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema LumaImageIdentity.
LumaImageRef,executable Python typed schema,cloud/paid,code-inferred,high,"url: str = Field(..., description='The URL of the image reference') | weight: confloat(ge=0.0, le=1.0) = Field(..., description='The weight of the image reference')",,BaseModel,comfy_api_nodes/apis/luma.py,184,LumaImageRef,COMFY-FORMAT-SCHEMA-0770,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema LumaImageRef.
LumaImageReference,executable Python typed schema,cloud/paid,code-inferred,high,"type: Optional[str] = Field('image', description='Input type, defaults to image') | url: str = Field(..., description='The URL of the image')",,BaseModel,comfy_api_nodes/apis/luma.py,191,LumaImageReference,COMFY-FORMAT-SCHEMA-0771,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema LumaImageReference.
LumaKeyframes,executable Python typed schema,cloud/paid,code-inferred,high,"frame0: Optional[Union[LumaImageReference, LumaGenerationReference]] = Field(None, description='') | frame1: Optional[Union[LumaImageReference, LumaGenerationReference]] = Field(None, description='')",,BaseModel,comfy_api_nodes/apis/luma.py,216,LumaKeyframes,COMFY-FORMAT-SCHEMA-0772,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema LumaKeyframes.
LumaModifyImageRef,executable Python typed schema,cloud/paid,code-inferred,high,"url: str = Field(..., description='The URL of the image reference') | weight: confloat(ge=0.0, le=1.0) = Field(..., description='The weight of the image reference')",,BaseModel,comfy_api_nodes/apis/luma.py,198,LumaModifyImageRef,COMFY-FORMAT-SCHEMA-0773,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema LumaModifyImageRef.
ImageRelightAdvancedSettingsRequest,executable Python typed schema,cloud/paid,code-inferred,high,whites: int = Field(...) | blacks: int = Field(...) | brightness: int = Field(...) | contrast: int = Field(...) | saturation: int = Field(...) | engine: str = Field(...) | transfer_light_a: str = Field(...) | transfer_light_b: str = Field(...) | fixed_generation: bool = Field(...),,BaseModel,comfy_api_nodes/apis/magnific.py,52,ImageRelightAdvancedSettingsRequest,COMFY-FORMAT-SCHEMA-0774,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema ImageRelightAdvancedSettingsRequest.
